"ID"	"Gender"	"Age"	"Org_type"	"Role"	"info_work"	"info_org"	"info_vision"	"info_change"	"info_intracomm"	"info_mgmttrust"	"info_mgmttocow"	"info_cowtomgmt"	"org_openmind"	"org_intracommtrust"	"org_participation"	"org_gossip"	"org_discuss_mediaimage"	"org_discuss_news"	"org_discuss_meetings"	"org_email"	"org_discuss_socmedia"	"org_discuss_consumer"	"cow_com_dialogue"	"cow_com_criticism"	"cow_com_feedback"	"cow_com_checkinfo"	"cow_com_speakwell"	"rarversioncow_com_responsibility"	"extcomm"	"femcomm_performance"	"femcomm_mgmt"	"femcomm_opportunity"	"femcomm_support"	"femcomm_barriers"	"publicimage_competence"	"publicImage_responsibility"	"publicImage_openess"	"publicImage_efficiency"	"publicImage_credibility"	"publicImage_visibility"	"stakeholderimage_competence"	"stakeholderimage_responsibility"	"stakeholmderimage_openess"	"stakeholderimage_efficiency"	"stakeholderimage_credibility"	"stakeholderimage_visibility"	"mediaimage_correct"	"mediaimage_fair"	"mediaimage_nuance"	"socialmediaimage_correct"	"socialmediaimage_fair"	"socialmediaimage_nuance"	"mediaimage_feeling"	"mediaimage_workeffect"	"mediaimage_importance"	"mediaimage_reactions"	"mediaimage_fakenews"
4071	2	1966	2	2	4	3	3	3	3	4	NA	1	5	3	3	3	3	NA	3	4	3	3	5	5	5	5	5	5	4	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	3	3	3	3	3	3	2	2	2	NA	NA	NA	1	3	3	2	3
4072	2	1974	2	1	5	5	5	5	4	2	2	3	2	4	5	1	5	4	4	3	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	4	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	4	5	5
4073	2	1961	2	2	5	4	4	4	4	4	3	3	3	5	5	3	4	4	3	1	1	3	NA	4	4	4	5	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	4	5	5	5	2	2	NA	NA	NA	NA	NA	2	4	4	5
4074	1	1959	2	2	4	2	5	3	2	4	5	1	2	4	5	3	2	1	4	1	1	1	3	4	3	5	4	2	3	NA	NA	NA	NA	NA	5	4	4	2	3	3	2	4	4	2	3	3	2	2	3	NA	NA	NA	2	2	5	5	5
4075	2	1981	2	2	4	3	4	4	NA	4	4	1	4	5	4	NA	3	4	2	2	1	4	4	4	3	4	4	4	NA	NA	NA	NA	NA	NA	4	4	4	4	4	5	5	5	4	4	4	5	3	3	3	3	3	3	3	3	3	2	4
4076	2	1982	2	2	2	1	4	2	1	4	4	3	1	4	2	3	3	2	4	1	1	5	5	5	5	5	4	4	5	NA	NA	NA	NA	NA	5	5	4	2	5	2	5	5	4	4	5	1	2	4	2	4	4	4	3	4	5	4	5
4077	2	1954	2	1	4	5	5	5	4	5	4	4	4	4	4	5	4	4	5	4	2	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	5	5	4	5	5	4	4	4	4	5	4	4	4	2	2	2	4	4	5	5	5
4078	2	1965	2	2	5	4	5	4	3	5	NA	NA	3	5	4	NA	2	4	4	3	1	5	4	3	3	5	5	5	3	NA	NA	NA	NA	NA	4	3	4	3	4	4	4	4	3	3	4	4	4	4	4	NA	NA	NA	3	3	4	3	3
4079	2	1986	2	2	5	4	4	3	4	4	NA	2	4	5	4	4	3	3	2	3	2	4	4	4	4	5	5	5	5	NA	NA	NA	NA	NA	4	3	4	4	3	5	5	5	4	5	4	5	NA	3	NA	NA	NA	NA	4	NA	2	1	5
4080	2	1962	2	2	4	NA	3	3	2	4	NA	NA	5	4	4	4	3	3	3	2	NA	3	4	4	3	4	3	NA	4	NA	NA	NA	NA	NA	5	4	3	3	4	4	NA	NA	NA	NA	NA	NA	4	3	3	NA	NA	NA	3	3	3	3	4
4081	2	1978	2	2	5	2	5	2	2	2	5	2	2	5	5	5	4	4	1	1	1	4	4	1	1	5	1	4	5	NA	NA	NA	NA	NA	4	2	1	2	2	2	4	4	4	2	4	4	5	5	4	5	5	5	3	3	4	2	3
4082	2	1958	2	2	4	4	4	5	3	4	4	NA	4	4	5	NA	4	4	4	5	NA	5	5	4	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	4	5	5	5	5	5	4	4	5	5	4	4	4	NA	NA	NA	4	5	5	5	5
4083	1	1967	2	1	4	5	5	3	2	4	1	1	4	3	4	4	5	4	5	2	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	3	2	4	4	5	5	5	2	5	2	4	4	2	4	4	2	3	3	4	2	5
4084	1	1960	2	1	4	2	5	3	3	5	NA	NA	2	3	4	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	4	4	5	4	5	5	4	4	NA	4	4	4	4	NA	NA	NA	3	3	5	4	5
4085	2	1971	2	2	4	4	3	2	2	2	4	3	5	3	5	4	3	4	4	3	1	5	5	5	5	5	3	5	5	NA	NA	NA	NA	NA	3	3	5	5	3	5	3	5	5	5	5	5	3	3	3	3	3	3	2	3	3	3	3
4086	2	1977	2	1	5	5	5	5	5	5	5	5	5	5	5	NA	5	5	5	5	NA	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
4087	3	1986	2	1	4	5	5	2	2	3	3	3	2	5	2	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	1	4	2	5	4	4	4	4	4	5	1	1	3	2	2	3	1	1	1	5	5
4088	1	1960	2	2	5	4	4	2	2	2	NA	1	4	5	2	3	2	2	1	1	1	2	5	4	5	5	5	5	NA	NA	NA	NA	NA	NA	5	5	NA	NA	5	5	5	NA	NA	5	NA	5	4	4	4	NA	NA	NA	3	3	3	3	5
4089	1	1954	2	2	4	4	5	4	4	4	3	NA	4	5	4	4	3	4	3	3	NA	4	5	5	4	5	4	4	5	NA	NA	NA	NA	NA	2	3	3	2	2	3	2	2	2	2	2	2	4	2	3	4	2	3	3	2	5	4	4
4090	2	1967	2	2	5	5	5	3	5	5	NA	NA	3	5	4	NA	3	4	3	NA	NA	4	5	5	5	5	4	5	4	NA	NA	NA	NA	NA	5	4	4	4	NA	5	5	5	4	4	5	5	4	4	3	NA	NA	NA	4	3	NA	1	4
4091	2	1960	2	1	5	5	5	NA	4	5	NA	NA	4	5	5	NA	5	3	4	4	3	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	4	5	4	5	5	5	4	5	4	5	4	4	4	NA	NA	NA	3	3	4	4	4
4092	2	1966	2	1	2	1	1	1	2	2	NA	NA	2	4	1	5	2	2	4	3	3	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	4	1	4	4	4	4	4	2	3	4	4	2	4	3	NA	NA	NA	2	3	2	2	4
4093	2	1970	2	2	5	5	5	5	5	4	4	1	4	NA	4	1	1	1	1	5	1	2	NA	NA	NA	NA	NA	1	4	NA	NA	NA	NA	NA	5	5	4	5	5	4	4	4	3	4	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4094	2	1972	2	2	2	2	4	1	1	1	5	1	1	1	1	4	3	3	1	1	1	3	3	4	3	3	1	3	1	NA	NA	NA	NA	NA	1	1	1	2	1	NA	1	1	1	3	1	2	4	5	4	5	5	4	3	3	3	5	2
4095	2	1988	2	1	4	4	5	4	4	4	2	2	3	4	4	4	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	4	3	4	5	5	5	5	4	4	5	5	5	5	3	4	3	3	4	3	NA	3	4
4096	2	1965	2	2	2	4	2	2	2	2	NA	NA	1	3	4	2	4	4	4	3	3	5	4	4	5	5	4	3	5	NA	NA	NA	NA	NA	5	5	NA	4	4	2	5	5	5	4	4	2	4	4	4	4	4	4	3	3	5	4	4
4097	1	1966	2	2	5	4	4	4	4	5	NA	NA	4	5	4	NA	2	2	4	4	2	4	4	3	3	4	4	3	4	NA	NA	NA	NA	NA	4	5	3	5	5	3	5	5	4	5	5	3	3	3	3	NA	NA	NA	3	3	4	2	4
4098	2	1979	2	1	4	4	4	2	2	4	4	1	2	5	4	1	4	3	2	NA	2	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	5	5	4	5	4	5	5	5	4	5	4	4	4	NA	5	NA	NA	4	3	5	3	5
4099	1	1959	2	2	5	3	3	4	NA	5	NA	NA	4	5	3	NA	1	3	2	1	1	4	5	5	5	5	5	4	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	NA	NA	NA	2	3	3	2	4
4100	1	1953	2	2	4	5	5	2	NA	3	4	1	2	4	2	NA	4	4	2	5	NA	5	4	4	4	5	3	5	5	NA	NA	NA	NA	NA	3	3	1	5	4	5	3	3	3	2	3	3	4	4	4	NA	NA	NA	3	3	3	2	3
4101	1	1965	2	2	NA	NA	NA	NA	NA	NA	NA	NA	5	5	5	NA	4	4	4	1	2	4	5	4	4	5	5	4	5	NA	NA	NA	NA	NA	5	4	3	4	4	3	NA	NA	NA	NA	NA	NA	4	2	2	4	2	2	2	3	2	3	5
4102	2	1966	2	2	4	4	4	2	1	4	4	4	2	4	2	4	1	1	4	2	2	2	4	4	2	5	4	4	5	NA	NA	NA	NA	NA	4	4	4	2	NA	4	5	5	5	4	5	NA	2	2	2	2	2	2	2	3	2	4	4
4103	1	1961	2	2	5	4	4	3	3	3	4	1	2	3	3	2	2	2	2	3	2	4	4	5	4	5	3	4	4	NA	NA	NA	NA	NA	4	3	3	2	3	2	4	4	4	5	4	5	4	4	4	NA	NA	NA	4	3	3	2	4
4104	2	1963	2	1	4	4	5	5	NA	5	1	NA	NA	5	5	NA	3	3	4	4	3	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	3	4	5	4	4	5	3	3	5	4	3	NA	NA	NA	NA	NA	NA	3	5	2	1
4105	1	1962	2	2	4	4	4	4	2	3	1	1	4	4	4	3	2	4	2	2	1	4	5	4	4	5	4	1	NA	NA	NA	NA	NA	NA	4	5	4	2	4	2	4	4	4	4	4	4	2	NA	2	NA	NA	NA	2	3	3	2	2
4106	2	1954	2	1	4	4	4	4	2	4	2	3	4	5	4	4	4	4	4	3	3	5	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	4	3	4	5	5	4	5	4	4	4	4	4	4	3	2	2	2	4	3	5	4	5
4107	1	1949	2	2	5	5	5	4	4	4	1	1	3	5	4	4	1	1	3	1	1	3	4	5	4	5	4	5	5	NA	NA	NA	NA	NA	4	4	4	2	2	2	4	4	4	3	4	2	2	4	4	NA	NA	NA	2	3	4	4	5
4108	2	1961	2	2	5	4	5	4	4	4	2	2	2	5	5	3	5	5	5	5	5	5	5	4	4	5	5	5	4	NA	NA	NA	NA	NA	4	4	5	4	5	5	5	5	4	5	5	5	4	4	2	NA	NA	NA	4	3	4	3	5
4109	2	1959	2	1	5	5	4	4	3	4	NA	2	2	5	5	5	4	5	4	NA	4	5	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	2	4	4	2	5	2	2	4	2	NA	5	4	2	2	2	4	2	2	1	5	5	5
4110	2	1959	2	2	4	4	3	4	NA	NA	2	2	3	3	1	5	5	3	NA	NA	1	4	NA	5	4	1	3	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
4111	2	1969	2	3	NA	NA	NA	NA	NA	NA	NA	NA	4	5	4	4	5	5	4	5	5	5	5	4	5	5	5	4	4	1	1	1	3	3	4	5	2	4	5	5	4	5	2	4	5	4	4	4	4	4	4	4	5	2	5	4	5
4112	2	1959	2	2	4	4	2	4	NA	4	NA	NA	4	4	4	3	5	4	5	5	NA	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	4	4	4	4	5	5	5	5	5	5	5	4	NA	4	NA	NA	NA	NA	3	5	4	5
4113	1	1963	2	2	4	1	3	1	1	2	3	3	1	4	1	4	3	3	1	1	1	2	4	4	5	5	3	3	3	NA	NA	NA	NA	NA	4	3	2	3	3	3	4	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	3	2	3	4	5
4114	1	1964	2	2	4	5	5	4	4	5	NA	4	4	5	4	4	4	4	4	4	3	5	5	4	5	4	5	5	5	NA	NA	NA	NA	NA	4	5	5	NA	5	5	5	5	5	5	5	5	3	1	4	2	1	2	4	3	4	3	4
4115	2	1972	2	2	4	2	5	4	1	3	3	2	3	4	3	5	1	2	4	3	3	5	4	5	4	5	5	5	5	NA	NA	NA	NA	NA	4	5	1	3	5	4	5	5	2	4	5	4	4	2	2	NA	NA	NA	3	2	4	3	4
4116	1	1963	2	2	5	5	5	5	5	NA	NA	NA	NA	5	NA	NA	4	4	4	5	NA	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	4	4	NA	NA	4	4	3	4	NA	4	4	4	4	4	NA	NA	NA	NA	3	3	4	2	3
4117	2	1958	2	2	4	5	2	4	4	4	NA	NA	1	4	2	4	4	3	4	3	NA	3	4	3	5	5	5	4	5	NA	NA	NA	NA	NA	4	4	2	1	4	2	5	5	4	4	5	4	4	5	4	NA	NA	NA	1	3	5	4	5
4118	2	1957	2	1	4	4	4	3	NA	3	3	3	3	3	5	4	4	4	5	4	4	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	4	5	5	5	5	4	5	5	5	5	4	4	NA	NA	NA	4	4	4	4	5
4119	1	1982	2	1	5	4	5	4	2	5	1	1	5	4	5	3	5	5	4	1	2	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	4	5	4	4	5	5	4	5	4	4	5	4	2	2	NA	NA	NA	4	3	4	2	5
4120	1	1973	2	3	3	3	4	5	2	4	NA	NA	2	5	4	5	5	5	4	2	4	5	4	4	4	4	5	4	4	2	4	4	NA	NA	4	4	4	4	5	2	4	4	4	4	5	4	4	4	2	3	3	3	3	2	4	4	5
4121	2	1971	2	2	2	2	2	1	1	2	5	2	2	2	4	5	3	3	4	3	4	4	4	4	4	4	4	4	3	NA	NA	NA	NA	NA	5	4	3	4	4	3	4	4	4	4	4	4	4	4	4	4	3	2	3	3	2	3	3
4122	2	1960	2	2	5	5	5	5	5	5	3	3	5	5	5	4	4	4	4	5	3	NA	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	NA	NA	NA	3	3	5	3	4
4123	1	1955	2	2	5	5	5	3	3	5	NA	NA	5	NA	5	3	3	3	NA	NA	4	4	5	4	4	5	5	5	4	NA	NA	NA	NA	NA	5	4	3	4	5	5	5	5	5	5	5	5	4	4	4	4	4	4	NA	2	5	5	5
4124	1	1977	2	2	5	4	4	4	3	4	NA	NA	4	5	5	3	4	4	4	5	3	5	5	4	3	5	3	4	NA	NA	NA	NA	NA	NA	2	3	4	2	NA	3	4	5	4	5	5	4	4	4	3	NA	NA	NA	3	3	3	4	5
4125	1	1966	2	2	5	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	4	5	5	5	5	5	4	5	5	5	4	4	4	NA	NA	NA	2	2	5	4	5
4126	1	1972	2	3	4	4	4	5	4	5	1	1	2	5	4	4	5	5	2	2	4	4	4	4	4	5	3	4	5	4	4	3	NA	3	4	5	2	5	5	4	NA	NA	NA	NA	NA	NA	5	4	2	2	4	2	2	2	5	4	4
4127	2	1972	2	2	4	4	4	4	4	4	3	3	4	4	4	2	4	5	4	3	5	5	5	5	5	4	4	4	4	NA	NA	NA	NA	NA	5	5	4	4	5	4	5	5	4	4	5	4	4	4	4	4	4	4	4	4	NA	4	5
4128	2	1965	2	2	5	3	2	2	2	2	NA	NA	4	NA	4	NA	4	4	1	1	1	4	4	4	4	5	2	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	NA	NA	NA	1	1	4	4	3
4129	1	1953	2	2	4	4	4	3	3	4	3	3	4	5	4	3	4	4	4	4	3	4	4	4	4	5	4	4	5	NA	NA	NA	NA	NA	5	5	5	4	5	5	4	5	5	NA	5	5	5	5	5	3	3	3	NA	5	5	3	4
4130	1	1968	2	2	5	5	4	5	2	NA	1	NA	5	5	2	1	2	4	5	5	NA	4	5	NA	4	5	3	5	5	NA	NA	NA	NA	NA	2	2	3	2	2	NA	2	2	NA	2	2	NA	5	NA	NA	NA	NA	NA	1	3	4	1	NA
4131	2	1957	2	2	4	4	5	4	4	4	NA	NA	2	5	4	4	3	4	4	2	1	4	5	4	4	5	5	4	5	NA	NA	NA	NA	NA	4	4	5	4	5	5	5	5	5	4	5	5	4	2	2	2	2	2	2	3	5	4	5
4132	2	1978	2	2	5	4	5	2	4	3	3	3	5	4	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	3	3	3	3	3
4133	1	1971	2	2	5	5	4	NA	2	NA	1	1	4	5	4	4	2	2	2	2	1	4	3	4	4	4	3	3	NA	NA	NA	NA	NA	NA	2	4	4	4	4	4	4	4	4	NA	4	4	4	3	NA	4	4	4	3	3	3	2	3
4134	2	1968	2	1	4	4	1	2	3	2	3	2	1	4	2	4	4	3	4	1	4	3	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	3	4	2	3	4	4	4	3	3	4	4	4	4	NA	NA	NA	2	3	4	3	4
4135	1	1967	2	2	5	5	5	5	4	4	2	2	5	5	5	3	4	4	4	3	3	4	5	5	5	5	5	5	4	NA	NA	NA	NA	NA	5	5	4	4	5	5	5	5	5	NA	5	5	4	4	4	4	4	4	2	3	3	4	5
4136	1	1969	2	2	4	3	NA	4	NA	NA	NA	NA	4	4	4	4	NA	NA	3	3	NA	3	5	5	5	4	4	4	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	NA	4	NA	4	NA	NA	NA	NA	4	NA	5	3	5
4137	1	1962	2	2	4	4	4	3	3	4	3	3	3	4	3	3	4	4	3	4	4	4	4	4	4	4	4	4	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	3	3	3	3	4
4138	2	1963	2	1	4	4	3	2	1	4	NA	2	2	4	NA	4	4	2	4	4	4	4	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	4	4	2	2	4	4	4	4	NA	4	NA	2	4	2	NA	1	1	NA	2	3	5	4	5
4139	2	1970	2	1	4	4	3	3	3	3	2	2	4	4	4	3	4	3	3	3	3	3	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	4	4	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4
4140	1	1962	2	1	2	4	4	2	1	4	4	4	2	4	3	5	4	5	5	2	1	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	4	4	NA	4	4	4	2	4	NA	NA	NA	4	4	5	2	5
4141	2	1966	2	2	5	4	4	4	NA	4	NA	NA	NA	4	NA	4	NA	4	NA	NA	NA	4	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4142	2	1972	2	2	5	4	5	4	5	4	2	2	4	5	4	5	5	5	5	4	3	5	5	5	3	5	5	5	5	NA	NA	NA	NA	NA	5	4	4	3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	3	2	3	5	5
4143	2	1979	2	2	4	2	4	4	4	5	4	2	4	4	5	NA	NA	NA	NA	NA	NA	NA	4	3	4	4	5	5	4	NA	NA	NA	NA	NA	4	5	2	2	5	4	4	5	2	2	4	4	NA	4	4	4	4	4	4	4	4	NA	4
4144	1	1953	2	2	5	5	5	5	5	5	2	1	4	4	4	3	3	3	3	3	3	4	4	3	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	4	5	5	5	5	5	5	5	5	5	4	4	4	NA	4	4	4	4	5	4	4
4145	2	1985	2	1	4	3	2	2	2	4	3	3	4	4	4	4	4	4	4	2	2	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	3	3	4	2	4	4	4	5	5	4	2	4	3	2	3	3	NA	2	5	4	5
4146	2	1964	2	2	3	2	1	3	2	4	3	3	1	4	1	2	1	1	2	2	1	2	4	4	3	4	4	2	3	NA	NA	NA	NA	NA	3	4	3	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	5	4	5
4147	2	1957	2	1	4	4	5	2	2	2	4	4	1	2	4	5	4	3	2	2	2	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	4	1	3	4	5	4	4	2	4	4	3	4	4	4	NA	NA	NA	2	2	5	5	5
4148	1	1953	2	2	4	4	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	NA	5	NA	NA	NA	NA	NA	NA	5	5	NA	NA	5	5	5	5	5	4	5	5	NA	NA	NA	NA	NA	NA	3	3	3	2	5
4149	1	1954	2	2	4	4	3	3	3	4	3	3	3	4	4	4	3	3	3	4	3	3	4	4	5	5	5	5	4	NA	NA	NA	NA	NA	4	4	4	4	4	NA	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	5
4150	1	1958	2	1	5	5	5	5	5	5	1	1	4	4	4	2	3	4	4	4	3	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	5	4	5	5	5	4	5	4	5	4	5	3	3	4	4	4	3	4	4	4
4151	2	1964	2	1	4	4	4	4	2	4	NA	NA	4	4	4	NA	3	3	4	4	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	3	3	5	4	5	4	5	4	NA	NA	NA	NA	NA	NA	4	4	5	2	5
4152	2	1959	2	2	4	4	5	4	2	3	3	2	4	4	3	2	2	3	4	5	4	4	4	4	4	5	4	5	4	NA	NA	NA	NA	NA	4	4	4	5	5	5	5	5	4	4	4	5	4	4	4	4	4	4	4	NA	NA	3	4
4153	2	1978	2	2	4	2	1	1	1	1	NA	NA	NA	1	2	4	3	4	4	1	1	3	5	5	5	5	4	5	4	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	NA	4	4	4	4	2	4	4	NA	NA	NA	4	4	4	4	NA
4154	2	1985	2	2	4	4	3	3	NA	4	3	3	4	4	4	4	2	2	2	5	NA	5	4	4	3	3	4	4	NA	NA	NA	NA	NA	NA	3	4	4	3	3	5	4	4	4	4	4	4	3	3	3	2	2	2	NA	3	3	3	4
4155	1	1971	2	2	5	4	5	3	5	4	5	1	1	5	5	NA	3	4	1	NA	1	4	5	5	5	5	5	NA	NA	NA	NA	NA	NA	NA	2	1	2	1	2	1	2	1	1	1	2	1	2	2	3	2	2	2	2	3	2	5	5
4156	1	1963	2	2	4	4	4	4	NA	NA	NA	NA	4	4	3	3	3	3	4	NA	4	4	4	5	4	4	5	4	4	NA	NA	NA	NA	NA	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	5	4	5
4157	1	1958	2	2	4	3	3	3	1	1	5	2	3	3	3	3	2	3	3	2	1	4	4	4	3	4	3	4	2	NA	NA	NA	NA	NA	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	3	3	3	NA	NA	NA	3	3	3	2	3
4158	2	1959	2	2	3	5	2	2	3	3	NA	3	1	3	2	5	1	1	2	1	2	1	5	4	4	5	3	3	3	NA	NA	NA	NA	NA	3	3	4	2	3	4	2	3	4	2	2	4	4	4	3	3	2	3	2	2	5	3	5
4159	2	1980	2	2	4	4	4	4	4	4	NA	NA	4	4	4	4	4	4	1	2	2	4	4	2	4	5	4	4	NA	NA	NA	NA	NA	NA	4	4	2	2	5	5	NA	NA	NA	NA	NA	NA	4	2	2	NA	NA	NA	2	3	1	4	5
4160	2	1965	2	1	4	4	2	3	3	3	1	3	4	4	5	2	3	3	4	3	2	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	5	4	4	5	5	4	5	5	4	5	5	4	4	4	4	4	4	4	4	4	4	4
4161	2	1981	2	2	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	1	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	NA	NA	NA	2	3	4	1	5
4162	2	1974	2	1	2	2	5	4	2	4	4	2	2	4	2	5	5	4	4	4	2	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	NA	4	4	4	NA	4	4	4	NA	5	5	4	4	2	4	4	1	2	2	4	2	4
4163	2	1956	2	2	2	2	3	1	1	1	1	3	2	2	2	1	3	3	2	3	3	5	3	3	4	5	1	4	3	NA	NA	NA	NA	NA	2	2	3	NA	3	3	3	3	3	3	3	3	3	3	3	NA	NA	NA	3	3	NA	3	3
4164	2	1959	2	1	2	4	2	2	1	2	5	NA	2	4	4	2	2	4	4	5	5	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	5	5	5	5	5	5	5	5	NA	4	4	3	4	NA	NA	4	3	4	4	5
4165	1	1973	2	2	4	4	5	4	2	2	3	3	4	4	3	3	5	5	4	2	1	4	4	5	4	4	4	5	5	NA	NA	NA	NA	NA	4	4	3	4	4	5	5	5	4	4	5	5	4	4	4	2	2	1	3	3	2	4	5
4166	2	1978	2	1	4	4	4	4	4	4	3	3	5	5	5	4	3	4	4	4	3	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	4	4	5	4	4	5	5	5	5	5	5	4	4	4	4	4	4	4	4	5	4	5
4167	1	1983	2	2	4	2	3	1	1	3	4	1	4	4	4	4	2	1	1	1	1	3	5	5	5	5	3	2	2	NA	NA	NA	NA	NA	3	3	2	2	2	3	3	3	2	2	NA	3	4	3	3	4	3	3	3	3	3	3	3
4168	2	1954	2	2	4	4	2	4	3	3	NA	NA	2	4	4	NA	4	3	NA	2	1	4	5	5	4	4	4	5	5	NA	NA	NA	NA	NA	5	5	4	3	4	5	5	5	4	4	4	5	4	4	4	4	4	4	3	2	5	4	5
4169	1	1964	2	1	4	4	4	4	3	4	NA	NA	4	5	4	4	4	4	4	3	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	NA	3	NA	NA	3	3	3	2	NA
4170	1	1956	2	2	4	2	3	2	2	3	NA	NA	NA	4	3	NA	2	4	4	3	2	3	4	3	3	4	4	4	5	NA	NA	NA	NA	NA	4	4	5	3	5	2	5	5	4	5	5	3	3	2	2	NA	NA	NA	2	3	3	3	5
4171	1	1957	2	2	4	4	5	4	2	4	2	NA	2	4	2	4	5	5	5	2	2	5	5	5	4	5	5	5	5	NA	NA	NA	NA	NA	3	3	3	3	3	3	4	4	4	4	4	4	4	2	2	2	2	NA	2	2	5	5	5
4172	2	1979	2	2	5	4	4	4	3	4	NA	NA	4	3	3	4	3	3	4	4	3	4	4	5	4	4	4	3	5	NA	NA	NA	NA	NA	4	4	3	3	4	5	4	4	5	4	4	5	4	3	4	4	4	NA	3	4	4	2	4
