"ID"	"Gender"	"Age"	"Org_type"	"Role"	"info_work"	"info_org"	"info_vision"	"info_change"	"info_intracomm"	"info_mgmttrust"	"info_mgmttocow"	"info_cowtomgmt"	"org_openmind"	"org_intracommtrust"	"org_participation"	"org_gossip"	"org_discuss_mediaimage"	"org_discuss_news"	"org_discuss_meetings"	"org_email"	"org_discuss_socmedia"	"org_discuss_consumer"	"cow_com_dialogue"	"cow_com_criticism"	"cow_com_feedback"	"cow_com_checkinfo"	"cow_com_speakwell"	"rarversioncow_com_responsibility"	"extcomm"	"femcomm_performance"	"femcomm_mgmt"	"femcomm_opportunity"	"femcomm_support"	"femcomm_barriers"	"publicimage_competence"	"publicImage_responsibility"	"publicImage_openess"	"publicImage_efficiency"	"publicImage_credibility"	"publicImage_visibility"	"stakeholderimage_competence"	"stakeholderimage_responsibility"	"stakeholmderimage_openess"	"stakeholderimage_efficiency"	"stakeholderimage_credibility"	"stakeholderimage_visibility"	"mediaimage_correct"	"mediaimage_fair"	"mediaimage_nuance"	"socialmediaimage_correct"	"socialmediaimage_fair"	"socialmediaimage_nuance"	"mediaimage_feeling"	"mediaimage_workeffect"	"mediaimage_importance"	"mediaimage_reactions"	"mediaimage_fakenews"
5613	2	1957	1	2	5	3	3	4	NA	4	NA	2	5	5	4	1	5	4	4	5	NA	3	4	3	4	4	4	NA	4	NA	NA	NA	NA	NA	4	NA	3	2	4	3	5	5	3	2	3	3	4	4	3	NA	NA	NA	4	4	4	4	4
5614	2	1952	1	2	4	4	4	3	4	4	1	1	4	5	4	4	4	5	5	4	4	4	4	4	4	5	5	4	5	NA	NA	NA	NA	NA	5	5	4	4	4	5	5	4	4	4	4	5	4	4	4	NA	NA	NA	5	4	5	4	5
5615	1	1967	1	2	3	2	3	2	2	3	NA	NA	2	5	3	3	2	3	3	1	1	3	3	2	3	5	4	2	4	NA	NA	NA	NA	NA	5	4	5	4	5	4	5	5	3	4	5	4	4	4	4	NA	NA	NA	5	3	2	5	5
5616	NA	NA	1	NA	4	1	2	3	NA	NA	NA	NA	2	5	4	2	4	5	4	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA	2	3	4	5	5	4	3	4	4	5	4	2	NA	NA	NA	3	3	5	2	5
5617	1	1965	1	1	4	4	4	4	NA	NA	NA	NA	4	5	4	4	4	4	4	5	5	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	5	4	4	5	5	5	5	4	4	4	NA	NA	NA	NA	NA	NA	4	3	4	3	4
5618	1	1978	1	2	4	2	2	3	NA	NA	NA	NA	4	4	1	5	2	2	2	1	1	1	3	4	4	4	5	3	5	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	4	3	4	2	5
5619	1	1954	1	2	4	4	2	4	2	4	2	2	4	4	4	4	4	2	2	2	1	1	4	4	4	5	3	2	4	NA	NA	NA	NA	NA	2	3	3	2	2	3	NA	NA	NA	NA	NA	NA	4	4	4	NA	NA	NA	3	3	3	2	3
5620	1	1953	1	2	4	4	4	4	3	5	2	2	4	5	2	NA	1	3	1	2	1	2	3	5	2	5	3	4	5	NA	NA	NA	NA	NA	5	5	5	4	4	4	4	4	5	4	5	4	4	4	4	NA	NA	NA	3	3	4	2	5
5621	2	1951	1	2	4	4	3	4	3	4	2	4	3	4	5	3	1	3	4	2	1	5	5	5	5	4	4	5	5	NA	NA	NA	NA	NA	5	5	4	4	5	4	5	4	4	4	4	NA	4	4	4	2	2	1	3	4	4	3	4
5622	1	1966	1	2	4	3	3	3	3	3	3	3	3	4	5	NA	3	3	3	4	1	1	4	4	4	5	4	5	5	NA	NA	NA	NA	NA	4	4	4	2	4	4	5	5	5	5	5	3	3	3	3	NA	NA	NA	2	2	4	NA	3
5623	2	1965	1	2	4	4	3	4	3	4	NA	NA	4	4	5	4	4	3	3	2	2	2	4	4	3	4	4	3	4	NA	NA	NA	NA	NA	4	3	4	4	4	NA	5	4	4	NA	4	4	4	4	4	NA	NA	NA	4	2	5	3	NA
5624	1	1966	1	2	4	4	4	2	2	4	2	NA	4	4	4	4	4	4	4	4	1	4	4	5	4	5	3	2	NA	NA	NA	NA	NA	NA	2	2	2	1	2	1	NA	NA	NA	NA	NA	NA	4	4	4	NA	NA	NA	3	2	5	2	2
5625	1	1967	1	2	5	5	5	5	4	5	3	3	5	5	4	5	5	4	4	3	3	4	5	4	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	4	5	5	5	5	5	NA	4	4	4	NA	NA	NA	4	NA	5	5	5
5626	1	1957	1	2	5	4	5	5	3	5	1	1	5	5	5	1	3	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	5	5	5
5627	1	1979	1	2	4	4	2	1	1	1	5	4	1	3	2	5	5	5	5	2	3	5	5	5	4	5	1	4	5	NA	NA	NA	NA	NA	2	2	1	1	1	2	4	2	2	1	2	4	4	5	4	NA	NA	NA	2	1	5	4	5
5628	1	1964	1	2	5	NA	4	3	2	NA	NA	NA	NA	NA	5	NA	3	4	4	5	NA	5	5	5	4	4	4	2	NA	NA	NA	NA	NA	NA	4	4	4	2	4	4	NA	NA	NA	NA	NA	NA	4	4	2	NA	NA	NA	3	3	3	4	4
5629	1	1959	1	2	1	2	3	1	1	5	NA	4	2	5	1	NA	4	4	2	5	1	1	4	5	4	4	3	2	5	NA	NA	NA	NA	NA	4	4	3	2	3	4	4	3	3	1	3	3	4	4	NA	NA	NA	NA	3	3	5	5	4
5630	1	1977	1	2	5	4	4	4	NA	NA	NA	NA	4	4	4	NA	3	3	3	NA	NA	NA	4	4	4	5	4	3	4	NA	NA	NA	NA	NA	4	4	4	4	4	5	4	5	5	4	4	NA	4	4	3	NA	NA	NA	4	2	3	2	4
5631	1	1972	1	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5632	1	1968	1	2	4	3	2	4	1	3	3	3	2	3	4	2	3	4	4	3	4	3	4	4	3	4	1	2	2	NA	NA	NA	NA	NA	3	3	3	3	3	3	2	1	2	1	2	2	3	5	5	3	5	3	1	3	3	4	3
5633	2	1954	1	2	4	4	3	3	4	5	1	NA	4	5	5	1	3	3	4	3	1	3	4	3	3	5	4	4	3	NA	NA	NA	NA	NA	5	4	4	3	4	5	5	4	4	4	5	5	3	2	2	NA	NA	NA	2	2	4	3	4
5634	1	1956	1	1	5	5	5	5	4	5	1	1	4	5	5	NA	5	5	5	5	4	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	5	4	4	5	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	3	4
5635	1	1960	1	2	4	4	4	4	4	NA	1	1	4	5	4	NA	4	4	4	4	4	4	5	5	5	4	5	4	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	NA	NA	NA	NA	NA	NA	2	4
5636	2	NA	1	2	5	4	5	4	2	4	NA	2	2	4	5	4	4	4	4	4	3	2	5	4	4	5	5	4	5	NA	NA	NA	NA	NA	4	4	3	4	4	5	4	5	5	4	5	5	4	4	4	3	2	2	2	3	4	2	NA
5637	1	1993	1	2	5	5	4	4	NA	4	NA	NA	3	5	3	2	NA	4	4	4	2	4	5	NA	4	4	5	NA	NA	NA	NA	NA	NA	NA	5	5	5	5	5	4	5	5	5	5	5	NA	NA	4	NA	NA	NA	NA	5	NA	5	3	4
5638	1	1979	1	2	4	5	4	5	5	5	3	3	1	4	4	5	3	4	4	3	2	5	4	3	4	4	4	4	3	NA	NA	NA	NA	NA	2	3	2	2	3	4	5	5	4	3	4	5	2	2	3	NA	NA	NA	2	3	3	3	4
5639	1	1969	1	2	2	4	4	3	3	3	3	NA	2	4	2	3	3	2	2	2	2	2	4	4	4	4	3	2	4	NA	NA	NA	NA	NA	5	5	4	3	5	3	5	5	4	3	4	4	4	4	2	2	2	1	3	2	3	2	4
5640	1	1957	1	1	4	4	5	4	4	5	1	NA	4	5	5	3	4	4	4	3	4	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	5	4	4	5	5	5	5	5	4	5	5	5	4	4	NA	NA	NA	4	4	5	3	5
5641	1	1953	1	2	4	4	4	3	3	3	3	3	3	4	4	2	4	4	3	3	2	3	4	4	4	4	3	3	4	NA	NA	NA	NA	NA	4	4	3	3	4	4	4	4	4	4	4	4	4	3	4	NA	NA	NA	3	3	4	4	4
5642	1	1974	1	2	2	2	3	1	1	1	4	3	3	1	3	4	3	1	1	1	1	2	5	4	4	5	4	3	1	NA	NA	NA	NA	NA	4	4	2	2	4	4	4	4	4	4	4	4	4	4	3	NA	NA	NA	NA	NA	NA	2	4
5643	1	1955	1	2	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	5	4	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	4	4	5	5	5	5	4	5	5	4	4	4	4	4	4	4	4	5	4	5
5644	2	1965	1	2	4	2	5	5	2	5	1	2	4	5	5	4	2	2	4	2	1	2	4	4	4	5	4	2	4	NA	NA	NA	NA	NA	5	5	4	2	4	2	4	5	2	2	4	4	4	2	4	NA	NA	NA	4	4	4	2	4
5645	1	1968	1	2	5	5	5	5	5	5	3	2	4	5	5	1	5	4	5	5	3	5	4	4	4	5	4	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	3	3	1	5	5	5	5	5
5646	2	1980	1	2	3	4	2	4	2	4	NA	NA	5	5	4	NA	NA	NA	NA	4	NA	NA	4	NA	4	4	5	3	NA	NA	NA	NA	NA	NA	5	5	3	4	3	3	5	5	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5647	1	1956	1	2	4	4	5	5	4	4	3	2	3	4	5	2	NA	3	5	4	1	4	5	4	5	5	4	5	4	NA	NA	NA	NA	NA	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5648	1	1970	1	2	5	3	5	4	4	4	4	NA	4	5	1	3	3	4	NA	5	4	4	4	4	4	4	4	4	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	NA	5	5	5	5	NA	NA	NA	NA	NA	NA	5	3	3	2	4
5649	2	1957	1	2	5	4	4	2	4	2	3	1	4	3	4	NA	NA	NA	4	4	4	NA	5	4	4	5	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5650	1	1974	1	2	4	3	4	4	3	3	4	3	4	4	4	4	5	5	2	1	1	4	5	4	4	4	4	2	4	NA	NA	NA	NA	NA	5	4	4	3	4	2	5	5	5	NA	5	4	4	4	4	NA	NA	NA	3	4	4	3	5
5651	1	1962	1	2	5	5	5	4	4	5	1	1	4	4	4	1	5	5	4	NA	NA	4	5	5	4	5	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5652	1	1988	1	2	4	4	5	4	4	4	2	1	5	5	4	4	5	5	4	5	4	4	5	4	4	5	4	4	4	NA	NA	NA	NA	NA	3	4	5	2	3	5	5	4	4	4	4	5	NA	NA	NA	NA	NA	NA	3	3	3	2	NA
5653	1	1955	1	2	NA	4	4	4	3	NA	NA	NA	3	2	4	4	4	4	3	3	3	4	4	4	4	4	4	3	2	NA	NA	NA	NA	NA	4	2	4	2	2	3	4	4	4	3	3	2	4	4	4	4	4	4	3	2	NA	2	3
5654	1	1955	1	2	2	2	3	2	1	3	3	3	1	2	2	4	4	3	3	4	3	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	2	4	2	4	4	4	4	5	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	4	NA
5655	1	1962	1	2	5	4	4	5	NA	5	NA	1	4	5	4	1	4	4	3	5	4	3	4	4	4	5	4	4	4	NA	NA	NA	NA	NA	4	4	5	4	NA	4	5	5	5	4	5	NA	4	4	4	NA	NA	NA	2	2	2	2	5
5656	2	1951	1	2	4	4	3	4	3	4	2	2	3	4	5	3	4	3	2	4	2	3	3	4	4	4	3	3	4	NA	NA	NA	NA	NA	5	5	4	4	4	5	4	4	4	4	4	5	5	4	4	NA	NA	NA	3	3	3	3	4
5657	1	1979	1	2	4	4	5	5	3	4	2	1	2	4	4	3	4	4	3	1	1	3	4	4	4	5	4	2	4	NA	NA	NA	NA	NA	4	4	2	3	3	2	4	4	NA	3	4	2	4	4	4	NA	NA	NA	3	3	3	3	4
5658	1	1967	1	1	5	4	3	5	3	5	NA	3	5	5	5	2	3	3	4	3	4	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	2	5	4	NA	5	5	4	5	4	4	4	4	4	4	4	3	2	5	3	3
5659	1	1972	1	2	4	3	1	3	2	4	2	3	2	5	3	5	2	2	5	1	1	1	4	3	3	5	4	5	5	NA	NA	NA	NA	NA	4	4	3	1	3	3	3	2	3	1	3	3	NA	NA	NA	NA	NA	NA	3	3	3	2	3
5660	1	1967	1	2	2	2	4	2	2	5	1	NA	4	5	4	4	5	5	4	2	4	4	4	4	4	4	4	4	5	NA	NA	NA	NA	NA	4	5	5	4	5	5	4	5	5	4	5	4	5	4	4	4	4	4	4	2	5	5	4
5661	2	1960	1	2	2	3	4	3	NA	4	NA	NA	4	4	NA	5	3	4	4	1	1	1	5	4	5	5	5	NA	4	NA	NA	NA	NA	NA	3	4	3	2	NA	3	5	5	4	2	5	3	2	4	2	NA	NA	NA	3	3	NA	2	5
5662	2	1961	1	1	2	3	4	4	2	5	3	3	2	5	4	2	5	5	3	1	5	5	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	4	2	2	4	2	5	5	3	2	4	4	2	2	2	2	2	2	3	2	5	5	5
5663	1	1977	1	2	2	2	3	3	2	5	NA	3	2	5	4	5	5	4	4	1	1	3	5	5	3	5	4	2	3	NA	NA	NA	NA	NA	5	4	4	2	4	1	NA	NA	NA	NA	NA	NA	2	4	2	5	5	NA	2	2	5	1	4
5664	1	1952	1	2	5	4	5	5	4	5	1	1	4	5	5	1	5	4	5	5	NA	5	5	5	4	5	5	5	4	NA	NA	NA	NA	NA	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	NA	NA	NA	3	3	3	2	4
5665	1	1970	1	2	4	4	2	4	2	3	4	4	2	2	4	4	2	4	2	5	2	2	5	4	4	5	2	2	5	NA	NA	NA	NA	NA	2	2	2	1	2	4	4	4	2	1	2	3	4	4	4	NA	NA	NA	2	3	4	1	3
5666	1	1973	1	2	5	5	5	5	NA	5	2	2	5	5	5	3	4	4	4	5	4	4	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	4	5	4	5	5	5	5	4	4	4	4	4	4	4	4	5	3	4	4	5
5667	2	1952	1	2	4	3	2	2	2	3	3	3	4	3	2	4	4	4	3	3	2	4	4	4	3	5	3	3	4	NA	NA	NA	NA	NA	2	3	3	2	3	4	2	3	3	2	3	3	3	3	3	3	3	3	3	3	4	4	4
5668	1	1989	1	2	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	5	5	5	4	5	4	5	5	4	4	5	4	5	5	4	5	5	4	NA	4	4	4	4
5669	2	1971	1	1	4	4	5	4	2	4	NA	1	2	5	4	3	5	4	5	5	2	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	2	3	1	1	2	4	2	2	1	2	4	2	2	2	2	2	2	2	5	3	4	4	5
5670	NA	NA	1	2	4	3	4	3	3	4	NA	NA	1	4	3	NA	4	5	2	3	2	5	5	4	4	5	4	4	5	NA	NA	NA	NA	NA	5	5	5	4	5	4	5	5	5	5	5	4	4	4	4	NA	NA	NA	2	3	5	5	5
5671	1	1957	1	2	5	4	3	5	3	2	3	3	2	3	5	3	4	5	5	5	4	5	5	5	5	5	3	5	4	NA	NA	NA	NA	NA	2	3	3	2	2	2	2	3	3	2	2	3	2	3	3	NA	NA	NA	3	3	3	2	4
5672	1	1960	1	2	5	4	4	4	3	3	3	3	4	4	4	NA	4	4	4	4	3	5	4	4	4	5	4	5	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	4	5	4	5	4	4	2	2	4	4	4	3	3	4	4	5
5673	1	1984	1	2	5	4	5	4	3	3	4	4	5	5	5	3	4	4	4	4	3	2	4	4	3	5	4	3	5	NA	NA	NA	NA	NA	4	2	3	2	3	1	4	NA	NA	NA	4	2	5	4	1	5	NA	NA	3	3	2	1	4
5674	1	1965	1	2	5	5	5	5	4	5	NA	NA	3	4	4	3	3	4	4	4	3	4	5	5	5	5	4	5	5	NA	NA	NA	NA	NA	5	5	4	4	4	5	5	5	4	4	4	5	4	4	4	NA	NA	NA	4	3	4	2	5
5675	2	1987	1	2	5	5	4	4	4	5	4	5	4	5	4	4	4	4	5	4	2	5	5	4	4	4	3	4	4	NA	NA	NA	NA	NA	4	5	4	3	4	5	5	5	4	4	5	4	2	2	2	3	2	2	3	2	4	4	4
5676	2	1978	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	4	4	4	4	4	4	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4
5677	1	1964	1	2	4	5	4	5	NA	5	NA	NA	4	5	4	3	4	4	3	3	3	4	4	4	4	4	5	4	4	NA	NA	NA	NA	NA	4	4	4	4	4	5	5	5	4	5	5	5	5	5	4	NA	NA	NA	4	4	4	3	5
5678	2	1955	1	2	5	5	2	2	5	NA	2	2	2	2	1	1	1	4	1	1	1	2	5	5	4	5	5	5	3	NA	NA	NA	NA	NA	5	NA	1	1	3	2	4	4	2	2	2	2	4	4	4	NA	NA	NA	4	3	5	5	NA
5679	1	NA	1	2	4	3	3	3	1	4	4	NA	2	4	3	3	1	1	2	2	1	1	3	4	2	4	3	1	3	NA	NA	NA	NA	NA	3	3	2	2	4	3	5	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	2	4
5680	2	1966	1	1	2	5	5	2	1	5	1	1	1	5	2	4	4	4	3	2	4	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	4	4	3	4	5	5	5
5681	1	1975	1	2	3	5	4	4	3	5	NA	NA	4	5	3	4	4	3	4	1	1	1	4	2	4	5	4	NA	3	NA	NA	NA	NA	NA	4	4	3	3	4	3	5	4	2	3	4	3	NA	2	2	NA	NA	NA	4	5	5	2	NA
5682	1	1955	1	2	4	4	2	2	2	4	NA	NA	2	4	4	1	2	3	2	1	1	4	4	4	4	5	5	1	5	NA	NA	NA	NA	NA	5	5	4	4	5	5	5	5	4	3	5	5	2	2	2	NA	NA	NA	3	3	3	2	5
5683	1	1965	1	2	2	2	2	2	NA	NA	1	1	3	4	2	NA	5	4	NA	2	2	5	4	4	4	4	3	2	4	NA	NA	NA	NA	NA	2	2	NA	1	2	2	2	2	NA	2	2	4	2	2	1	NA	NA	NA	NA	3	2	2	4
5684	1	1956	1	2	4	2	1	1	2	2	4	4	3	4	4	3	3	3	4	3	3	4	4	4	3	4	2	3	4	NA	NA	NA	NA	NA	2	2	4	2	4	4	2	2	4	2	4	4	2	2	2	NA	NA	NA	2	2	4	3	3
5685	1	1968	1	2	2	2	4	2	NA	4	NA	NA	3	4	3	NA	2	2	2	2	3	2	5	5	5	5	4	NA	5	NA	NA	NA	NA	NA	5	5	3	4	5	4	5	5	4	4	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA
5686	1	1954	1	2	2	2	3	2	2	4	NA	4	2	4	2	2	1	1	2	1	1	4	4	4	4	4	3	2	5	NA	NA	NA	NA	NA	5	5	4	4	4	4	5	5	4	4	5	5	4	4	4	NA	NA	NA	3	3	NA	3	4
5687	1	1962	1	2	2	2	4	4	2	4	3	2	4	5	4	2	5	4	3	4	4	3	5	2	4	4	4	3	5	NA	NA	NA	NA	NA	4	2	2	2	2	4	4	3	4	4	4	3	4	4	2	2	3	2	2	2	5	5	4
5688	1	1956	1	2	2	2	2	3	1	NA	NA	NA	2	4	3	5	4	3	2	3	3	4	5	5	4	5	4	3	5	NA	NA	NA	NA	NA	5	4	4	4	2	3	4	4	5	4	4	4	4	4	2	NA	NA	NA	3	2	2	3	4
5689	1	1972	1	2	2	2	4	4	3	2	3	3	2	3	2	3	2	4	4	3	2	2	5	4	4	5	4	3	2	NA	NA	NA	NA	NA	2	2	2	2	4	3	4	4	4	4	NA	4	3	3	3	4	3	3	3	3	3	2	3
5690	1	NA	1	2	2	NA	1	5	2	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	4	3	4	NA	NA	NA	NA	NA	NA	2	2	1	1	3	3	3	3	3	2	3	3	NA	NA	2	NA	NA	NA	2	3	5	4	NA
5691	1	1959	1	1	5	5	2	NA	NA	5	NA	NA	5	5	5	5	4	4	3	5	3	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	5	NA	5	3	5	5	5	5	5	3	5	5	4	5	5	4	4	3	3	2	NA
5692	1	1968	1	2	4	4	4	4	4	4	NA	NA	4	5	4	4	4	4	2	2	2	2	4	5	4	5	5	4	5	NA	NA	NA	NA	NA	4	4	3	4	5	3	5	5	4	4	5	4	4	NA	3	NA	NA	NA	4	3	4	2	5
5693	1	1969	1	3	4	4	5	4	NA	2	2	3	4	5	4	5	4	4	5	5	2	1	5	4	5	5	5	5	5	2	4	4	3	4	2	2	2	1	2	3	4	5	3	4	4	2	3	3	3	5	4	4	3	3	5	2	5
5694	2	1950	1	2	4	2	3	2	1	4	NA	NA	4	4	3	NA	2	3	3	4	1	4	5	4	3	4	2	4	5	NA	NA	NA	NA	NA	5	5	3	4	5	3	5	5	4	4	5	3	3	2	2	NA	NA	NA	3	3	4	4	4
5695	1	1964	1	2	4	4	5	4	4	4	NA	NA	4	4	5	NA	4	4	5	5	5	5	5	4	4	5	5	5	4	NA	NA	NA	NA	NA	5	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	4	4	2	2	5	4	5
5696	2	1975	1	2	5	3	2	2	2	3	1	3	3	4	4	3	2	2	2	3	1	1	4	4	NA	5	3	1	2	NA	NA	NA	NA	NA	3	4	4	2	4	2	NA	NA	NA	NA	NA	NA	3	3	3	NA	NA	NA	3	3	3	3	3
5697	2	1970	1	2	4	2	4	4	3	NA	NA	NA	3	4	5	NA	4	4	5	4	3	4	5	4	4	4	4	5	5	NA	NA	NA	NA	NA	2	4	2	2	3	3	NA	NA	NA	NA	NA	NA	4	NA	4	NA	NA	NA	2	3	4	2	4
5698	1	1954	1	1	4	3	4	4	2	4	2	2	4	4	4	2	4	3	4	2	2	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	4	4	5	4	NA	NA	NA	NA	NA	NA	4	4	2	NA	NA	NA	4	3	3	3	4
5699	2	1953	1	2	4	4	3	2	2	4	2	NA	2	4	2	NA	4	4	4	4	4	2	5	5	5	4	5	4	5	NA	NA	NA	NA	NA	3	4	4	3	3	3	4	4	4	4	4	4	3	4	4	3	3	NA	2	3	4	3	4
5700	1	1963	1	2	2	5	3	NA	2	NA	NA	NA	4	5	4	4	3	2	4	1	1	1	4	4	4	5	4	2	4	NA	NA	NA	NA	NA	2	4	3	1	4	3	3	4	2	2	4	3	NA	NA	NA	NA	NA	NA	3	2	5	2	3
5701	1	1956	1	2	4	4	3	2	NA	5	NA	NA	3	5	4	NA	3	4	4	3	3	3	5	5	4	5	3	4	4	NA	NA	NA	NA	NA	4	3	4	2	2	5	3	4	4	3	4	5	3	3	2	NA	NA	NA	3	2	4	4	4
5702	2	1976	1	2	4	2	4	4	NA	4	NA	NA	1	4	2	1	2	2	2	1	1	1	4	4	5	4	3	4	NA	NA	NA	NA	NA	NA	4	4	3	2	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4
5703	2	1972	1	2	5	4	5	5	NA	5	NA	NA	5	5	5	NA	4	4	5	3	NA	NA	5	NA	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	4	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5704	2	1959	1	2	4	4	4	4	3	5	4	4	4	4	4	3	4	4	4	2	4	3	5	5	4	5	5	5	4	NA	NA	NA	NA	NA	4	4	4	4	4	3	5	5	4	3	5	4	NA	3	2	3	3	3	2	3	5	5	5
5705	1	1977	1	2	4	5	4	4	5	5	5	5	5	5	5	1	5	4	4	4	2	4	4	4	2	4	4	4	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	3	3	2	2
5706	1	1961	1	2	5	3	2	2	2	3	3	3	2	2	4	3	3	4	4	4	4	4	4	5	4	4	3	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5707	1	1961	1	2	5	4	5	4	4	5	5	3	4	5	5	3	4	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	3	3	3	4	5
5708	2	1959	1	2	4	4	4	4	2	4	3	3	3	4	4	2	4	4	5	2	1	5	5	5	4	5	4	3	2	NA	NA	NA	NA	NA	4	4	4	2	4	2	5	4	4	2	4	4	4	2	2	NA	NA	NA	2	1	5	4	5
5709	1	1964	1	2	2	NA	NA	4	NA	NA	NA	NA	4	4	2	4	4	4	4	4	4	4	4	4	5	4	3	4	4	NA	NA	NA	NA	NA	4	NA	4	2	2	2	4	4	NA	2	NA	NA	5	4	NA	NA	NA	NA	4	3	NA	4	NA
5710	1	1972	1	2	5	5	5	5	5	5	2	1	4	5	5	1	5	4	2	4	3	4	4	3	4	4	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	NA	NA	NA	NA	5	4	5	4	5
5711	1	1969	1	2	4	3	4	4	4	3	4	4	4	3	4	3	4	4	4	4	4	4	5	4	5	5	4	5	4	NA	NA	NA	NA	NA	5	5	4	4	5	5	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4
5712	2	1950	1	2	5	4	4	5	NA	5	NA	3	4	5	4	2	4	3	2	NA	NA	2	3	4	4	4	4	3	4	NA	NA	NA	NA	NA	4	4	4	NA	5	4	5	5	5	4	5	4	4	4	3	NA	NA	NA	3	3	4	3	4
5713	1	1981	1	2	5	2	3	2	5	5	NA	NA	4	5	5	4	3	3	4	4	1	1	5	5	4	2	4	4	5	NA	NA	NA	NA	NA	2	4	3	2	3	2	4	4	4	5	NA	5	4	2	2	5	5	4	4	5	5	5	5
5714	2	1967	1	1	4	4	3	NA	3	NA	NA	NA	5	4	5	4	NA	1	3	4	5	2	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	4	3	2	5	3	5	4	4	3	5	4	NA	NA	NA	NA	NA	NA	3	2	5	3	4
